gene_id,gene_symbol,heatmap_row_label,major_class,subcategory,functional_label(s),HF_vs_Normal_log2FoldChange,Obese_vs_Normal_log2FoldChange,Diabetic_vs_Normal_log2FoldChange,HF_vs_Normal_padj,Obese_vs_Normal_padj,Diabetic_vs_Normal_padj,HF_vs_Normal_direction,Obese_vs_Normal_direction,Diabetic_vs_Normal_direction,HF_vs_Normal_FDR_status,Obese_vs_Normal_FDR_status,Diabetic_vs_Normal_FDR_status
ENSG00000033867,SLC4A7,SLC4A7 | NBCn1,Sodium channels,Na⁺-bicarbonate cotransporters,NBCn1,0.0238387954721048,-0.188876685980642,-0.103533896129315,0.933207839617032,0.616301985083977,0.957071481409107,Higher in Heart Failure than Normal,Lower in Obese than Normal,Lower in Diabetic than Normal,Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05)
ENSG00000188037,CLCN1,CLCN1 | ClC-1 (skeletal),Chloride channels,CLC family (voltage-gated Cl⁻),ClC-1 (skeletal),0.516774460931795,2.98439026252852,1.09921750762935,0.914123173959852,0.439970095925943,0.957071481409107,Higher in Heart Failure than Normal,Higher in Obese than Normal,Higher in Diabetic than Normal,Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05)
ENSG00000114859,CLCN2,CLCN2 | ClC-2 (cardiac),Chloride channels,CLC family (voltage-gated Cl⁻),ClC-2 (cardiac),0.302876309089113,-0.0998408151158091,-0.0675831888132494,0.52799691513216,0.893570651241443,0.969552288907492,Higher in Heart Failure than Normal,Lower in Obese than Normal,Lower in Diabetic than Normal,Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05)
ENSG00000109572,CLCN3,CLCN3 | ClC-3 (vesicular/endosomal),Chloride channels,CLC family (voltage-gated Cl⁻),ClC-3 (vesicular/endosomal),-0.0215973517180392,-0.044220950175107,0.10700482317416,0.919325470131034,0.893570651241443,0.828977752478133,Lower in Heart Failure than Normal,Lower in Obese than Normal,Higher in Diabetic than Normal,Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05)
ENSG00000073464,CLCN4,CLCN4 | ClC-4,Chloride channels,CLC family (voltage-gated Cl⁻),ClC-4,-0.161105356377001,0.0883508914063993,-0.0733912882441929,0.552779894299941,0.784040416147919,0.957071481409107,Lower in Heart Failure than Normal,Higher in Obese than Normal,Lower in Diabetic than Normal,Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05)
ENSG00000171365,CLCN5,CLCN5 | ClC-5,Chloride channels,CLC family (voltage-gated Cl⁻),ClC-5,0.100649225166774,0.292860265307685,0.00269376573091768,0.769717892998566,0.638946229260347,0.995090653197339,Higher in Heart Failure than Normal,Higher in Obese than Normal,Higher in Diabetic than Normal,Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05)
ENSG00000011021,CLCN6,CLCN6 | ClC-6,Chloride channels,CLC family (voltage-gated Cl⁻),ClC-6,0.105755535121539,-0.239254202738219,-0.0117404375923414,0.711864325119034,0.439970095925943,0.992111216350153,Higher in Heart Failure than Normal,Lower in Obese than Normal,Lower in Diabetic than Normal,Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05)
ENSG00000103249,CLCN7,CLCN7 | ClC-7 (lysosomal),Chloride channels,CLC family (voltage-gated Cl⁻),ClC-7 (lysosomal),-0.230270239969953,-0.241852965639634,-0.0295083203245219,0.0975693625741022,0.130353984746521,0.957071481409107,Lower in Heart Failure than Normal,Lower in Obese than Normal,Lower in Diabetic than Normal,Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05)
ENSG00000186510,CLCNKA,CLCNKA | ClC-Ka (kidney),Chloride channels,CLC family (voltage-gated Cl⁻),ClC-Ka (kidney),0.114233314990045,0.266480159825822,-1.13021131441096,0.892467287136822,0.784040416147919,0.361399920401728,Higher in Heart Failure than Normal,Higher in Obese than Normal,Lower in Diabetic than Normal,Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05)
ENSG00000184908,CLCNKB,CLCNKB | ClC-Kb (kidney),Chloride channels,CLC family (voltage-gated Cl⁻),ClC-Kb (kidney),-0.23711132972296,-0.344208325849327,-0.402930152324233,0.692602997990898,0.638946229260347,0.812930039050512,Lower in Heart Failure than Normal,Lower in Obese than Normal,Lower in Diabetic than Normal,Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05)
ENSG00000131620,ANO1,"ANO1 | TMEM16A (cardiac, smooth muscle)",Chloride channels,Ca²⁺-activated Cl⁻ (anoctamin / TMEM16),"TMEM16A (cardiac, smooth muscle)",0.516869329141265,0.178295198855372,-0.10512115178579,0.0517884322201473,0.694651233158497,0.957071481409107,Higher in Heart Failure than Normal,Higher in Obese than Normal,Lower in Diabetic than Normal,Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05)
ENSG00000047617,ANO2,ANO2 | TMEM16B,Chloride channels,Ca²⁺-activated Cl⁻ (anoctamin / TMEM16),TMEM16B,-0.0267227086958358,-0.282275659937867,0.608882697434128,0.938702133212029,0.575257872241898,0.260627792298106,Lower in Heart Failure than Normal,Lower in Obese than Normal,Higher in Diabetic than Normal,Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05)
ENSG00000177119,ANO6,ANO6 | TMEM16F (channel + lipid scramblase),Chloride channels,Ca²⁺-activated Cl⁻ (anoctamin / TMEM16),TMEM16F (channel + lipid scramblase),0.135723329516999,0.240934427344231,0.181745331062577,0.61620738590596,0.204155684844139,0.650064729613576,Higher in Heart Failure than Normal,Higher in Obese than Normal,Higher in Diabetic than Normal,Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05)
ENSG00000160746,ANO10,ANO10 | TMEM16K,Chloride channels,Ca²⁺-activated Cl⁻ (anoctamin / TMEM16),TMEM16K,0.112213760006196,0.375702810876911,0.0447630786127555,0.727921657657977,0.320672957207766,0.957071481409107,Higher in Heart Failure than Normal,Higher in Obese than Normal,Higher in Diabetic than Normal,Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05)
ENSG00000001626,CFTR,CFTR | CFTR (cardiac arrhythmia modulator),Chloride channels,cAMP-activated Cl⁻,CFTR (cardiac arrhythmia modulator),-0.284483167116635,0.020893362367802,-0.533640319709663,0.772411398184845,0.99162022106506,0.87713989755143,Lower in Heart Failure than Normal,Higher in Obese than Normal,Lower in Diabetic than Normal,Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05)
ENSG00000004939,SLC4A1,SLC4A1 | AE1 (Band 3),Chloride channels,Cl⁻/HCO₃⁻ exchangers,AE1 (Band 3),2.16679643707796,1.05430419237905,-0.836864377315772,0.509137717455526,0.893570651241443,0.957071481409107,Higher in Heart Failure than Normal,Higher in Obese than Normal,Lower in Diabetic than Normal,Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05)
ENSG00000164889,SLC4A2,SLC4A2 | AE2,Chloride channels,Cl⁻/HCO₃⁻ exchangers,AE2,-0.214460800424181,0.10034017185341,0.0462683429768504,0.250284988597829,0.829033276865257,0.957071481409107,Lower in Heart Failure than Normal,Higher in Obese than Normal,Higher in Diabetic than Normal,Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05)
ENSG00000114923,SLC4A3,SLC4A3 | AE3 (cardiac),Chloride channels,Cl⁻/HCO₃⁻ exchangers,AE3 (cardiac),-0.48017443159787,-0.114535001596734,-0.145095361247175,0.0141487974207265,0.575257872241898,0.812930039050512,Lower in Heart Failure than Normal,Lower in Obese than Normal,Lower in Diabetic than Normal,FDR significant (padj < 0.05),Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05)
ENSG00000124067,SLC12A4,SLC12A4 | KCC1,Chloride channels,K⁺/Cl⁻ cotransporters (KCC),KCC1,0.12066351396286,0.0369535825284751,0.191671923550097,0.501300069334835,0.898463621256426,0.52882483133018,Higher in Heart Failure than Normal,Higher in Obese than Normal,Higher in Diabetic than Normal,Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05)
ENSG00000124140,SLC12A5,SLC12A5 | KCC2 (neuronal),Chloride channels,K⁺/Cl⁻ cotransporters (KCC),KCC2 (neuronal),-0.3291646153105,0.258771053560146,0.334903064041079,0.892467287136822,0.953688873930906,0.964306071008936,Lower in Heart Failure than Normal,Higher in Obese than Normal,Higher in Diabetic than Normal,Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05)
ENSG00000140199,SLC12A6,SLC12A6 | KCC3,Chloride channels,K⁺/Cl⁻ cotransporters (KCC),KCC3,-0.189829336698183,-0.0660878888765749,-0.0450399977101653,0.463787342911482,0.893570651241443,0.957071481409107,Lower in Heart Failure than Normal,Lower in Obese than Normal,Lower in Diabetic than Normal,Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05)
ENSG00000113504,SLC12A7,SLC12A7 | KCC4,Chloride channels,K⁺/Cl⁻ cotransporters (KCC),KCC4,-0.104817028911713,-0.692966407476144,0.0675922302462512,0.727921657657977,0.00404079408307958,0.957071481409107,Lower in Heart Failure than Normal,Lower in Obese than Normal,Higher in Diabetic than Normal,Not FDR significant (padj ≥ 0.05),FDR significant (padj < 0.05),Not FDR significant (padj ≥ 0.05)
ENSG00000074803,SLC12A1,SLC12A1 | NKCC2 (kidney),Chloride channels,Na⁺-K⁺-2Cl⁻ cotransporters (NKCC),NKCC2 (kidney),0.678749619783962,0.409573453860519,1.03006411554204,0.772411398184845,0.898463621256426,0.916630140053165,Higher in Heart Failure than Normal,Higher in Obese than Normal,Higher in Diabetic than Normal,Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05)
ENSG00000064651,SLC12A2,"SLC12A2 | NKCC1 (broad, cardiac)",Chloride channels,Na⁺-K⁺-2Cl⁻ cotransporters (NKCC),"NKCC1 (broad, cardiac)",0.0338943020211994,-0.0527925169237363,0.0954269988875203,0.892467287136822,0.893570651241443,0.916630140053165,Higher in Heart Failure than Normal,Lower in Obese than Normal,Higher in Diabetic than Normal,Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05),Not FDR significant (padj ≥ 0.05)
