gene_id,gene_symbol,major_class,subcategory,functional_label,heatmap_row_label,shared_across_classes,TMEM94_required,raw_gene_id,raw_gene_symbol,mapping_method,filter_status,N1,N3,N4,N5,N6,N7,N8,N9,N10,O1,O2,O3,O5,O6,O7,O8,O9,O10,D1,D2,D3,D5,D6,D7,D8S,HF1,HF2,HF3,HF4,HF5,HF6,HF7,HF8,HF9,HF10
ENSG00000186439,TRDN,Calcium channels,SR calcium release - RyR axis,Triadin (RyR2–CASQ2 coupling),TRDN | Triadin (RyR2–CASQ2 coupling),No,No,ENSG00000186439,TRDN,gene_id,retained,0.06960600,-0.16205588,-0.21797780,0.01710704,0.01388739,-0.08221250,0.17463643,-0.05652641,0.24353573,-0.04936234,-0.06256776,-0.43371858,0.12306788,0.26361250,0.01111589,0.20218134,-0.03016778,-0.64345407,0.07593001,0.35988796,0.11630368,0.39592431,0.46036564,0.77647855,0.12110487,0.47742903,-0.05584798,0.14941609,0.13320745,0.07474962,-0.22835350,-1.02769346,-0.04037787,-0.08688663,-0.01910852
ENSG00000198363,ASPH,Calcium channels,SR calcium release - RyR axis,Junction (RyR2–CASQ2 coupling),ASPH | Junction (RyR2–CASQ2 coupling),No,No,ENSG00000198363,ASPH,gene_id,retained,-0.39162913,-0.15986040,0.11230033,0.30791898,-0.13736026,0.06151544,0.28583665,0.00250629,-0.08122789,0.21410660,0.53137431,-0.09744119,-0.11239741,0.07682393,0.07308290,-0.09173957,-0.55320972,0.21454411,-0.15719389,0.02856978,0.57522769,0.12655130,-0.08361724,0.16210793,0.02876845,-0.22636753,-0.38789930,-0.14692522,0.20473358,0.03724273,-0.13294421,0.19428796,-0.17027872,0.07960024,-0.21849215
ENSG00000119782,FKBP1B,Calcium channels,SR calcium release - RyR axis,Calstabin2 / FKBP12.6 (stabilizes RyR2),FKBP1B | Calstabin2 / FKBP12.6 (stabilizes RyR2),No,No,ENSG00000119782,FKBP1B,gene_id,retained,0.76002615,0.78899416,0.33918446,-0.23392600,-0.28203640,-1.17070369,-0.14825858,1.21673818,-1.27001828,0.68280266,0.71679806,0.66762486,0.72528316,1.26789453,0.21006537,0.79704795,1.01698019,0.93820506,1.12767783,-0.16392637,0.53199296,0.42971713,-0.97900940,0.42013036,0.38817312,-0.53351750,0.97590463,-4.76295023,-0.38989954,-0.22201091,-0.65228793,0.93912863,-0.30694390,-0.02987651,-0.86611102
ENSG00000196296,ATP2A1,Calcium channels,SR calcium uptake - SERCA axis,SERCA1 (skeletal),ATP2A1 | SERCA1 (skeletal),No,No,ENSG00000196296,ATP2A1,gene_id,retained,1.13386095,0.84155529,1.48718269,0.46274112,0.27821152,0.14185778,-3.78440787,-1.47599464,0.91499315,1.15285277,1.18684817,1.30412276,1.12726899,1.55292006,1.40621736,2.10960943,0.66683942,2.66671685,-1.16578480,0.59224176,1.22542534,2.21235747,1.36212123,0.57446217,1.61212021,2.33045392,2.86270220,1.25374545,2.33886243,0.11358154,2.50710839,2.19457079,2.70324826,1.63658882,1.52010750
ENSG00000174437,ATP2A2,Calcium channels,SR calcium uptake - SERCA axis,SERCA2a/b (cardiac),ATP2A2 | SERCA2a/b (cardiac),No,No,ENSG00000174437,ATP2A2,gene_id,retained,-0.58097471,-0.12113377,0.63342780,-0.13781141,0.44226878,-0.68047381,0.06807153,0.30100178,0.07562381,-0.07923430,-1.04408674,0.31004786,0.10273561,0.05962836,0.14390444,-0.30723601,-0.34120294,-1.58321180,0.35103108,-0.46133911,0.60753961,0.22483792,-0.61058494,-0.16889809,-0.30979244,-0.70078750,-0.74221940,-0.24306260,-0.42888236,-0.68225284,-0.60705228,-1.91237272,-0.36206503,-0.13419666,-1.20721103
ENSG00000074370,ATP2A3,Calcium channels,SR calcium uptake - SERCA axis,SERCA3,ATP2A3 | SERCA3,No,No,ENSG00000074370,ATP2A3,gene_id,retained,0.61013383,-0.22409919,0.41584885,0.66693696,-0.76123635,-0.26337981,-0.35651892,-0.15917484,0.07148946,-0.09343942,0.44038034,0.08260504,-0.60881525,-0.07998887,0.30494743,0.58414273,0.54359025,-0.16713730,-0.04726504,-0.05879811,-0.57945159,0.22949313,-0.94763687,-0.79088269,0.20353677,-0.04483456,-0.26218679,-0.66553502,-0.89219465,-1.01645758,-0.85166382,0.02366429,-0.29199651,0.58837986,-0.03165049
ENSG00000198523,PLN,Calcium channels,SR calcium uptake - SERCA axis,Phospholamban (master SERCA regulator),PLN | Phospholamban (master SERCA regulator),No,No,ENSG00000198523,PLN,gene_id,retained,-0.25465841,-0.62988542,-0.04620613,0.00858803,0.40094887,0.54306659,0.04352324,-0.14725820,0.08188144,-0.41960426,-0.52064018,-0.62681775,0.02446586,0.09949193,-0.62629132,-0.13034452,-0.31853955,-0.64516316,0.12995098,-0.21913082,-0.56497277,-0.00832504,-0.71058247,-0.53068681,-0.47232958,-0.44581822,-0.84590920,0.00525445,-0.10848950,-0.22568831,-0.64007019,-1.32993139,-1.13318792,-0.17769795,-0.56268668
ENSG00000170290,SLN,Calcium channels,SR calcium uptake - SERCA axis,Sarcolipin (atrial SERCA regulator),SLN | Sarcolipin (atrial SERCA regulator),No,No,ENSG00000170290,SLN,gene_id,retained,0.24796678,-1.15227795,0.78645883,2.34729007,-0.96330816,-2.82174325,-0.36068639,-0.91401172,2.83031179,3.65993283,3.55545954,1.74018750,4.21713883,3.84956746,3.93889487,-1.90129732,4.44075994,2.62345472,-0.48739239,2.61003044,-2.78548141,-0.97999615,2.06189338,-1.18405742,1.17689815,2.00511361,-0.31947597,-1.55280280,1.10102713,-0.60908024,0.86479780,1.41907105,-0.09024089,2.13974476,0.31655567
ENSG00000150995,ITPR1,Calcium channels,IP3 receptors - ER/MAM calcium release,IP3 receptor type 1,ITPR1 | IP3 receptor type 1,No,No,ENSG00000150995,ITPR1,gene_id,retained,0.57751489,-0.62941691,0.22059700,0.86413383,-0.84918067,-0.18636377,-0.53057234,0.20719579,0.32609218,0.37667758,0.40986611,0.40883675,0.27926143,0.16052220,0.52194132,0.23382173,0.68035837,0.18885781,0.02084176,0.27688209,0.22934773,-0.55075794,-0.09076118,-0.88330527,0.43871924,-0.01757893,-0.67381720,-0.22833126,0.48216435,0.13369620,0.35210330,1.36130897,-0.63208046,0.43475682,0.10054594
ENSG00000123104,ITPR2,Calcium channels,IP3 receptors - ER/MAM calcium release,"IP3 receptor type 2 (dominant cardiac, MAM)","ITPR2 | IP3 receptor type 2 (dominant cardiac, MAM)",No,No,ENSG00000123104,ITPR2,gene_id,retained,0.44619017,-0.00686101,0.12284607,0.29297543,-0.44229081,-0.41847882,-0.43785388,-0.11276470,0.55623756,0.19241728,0.11177596,0.35030006,0.24396024,0.28679545,0.25037518,0.52516947,0.58087720,0.49402823,0.46192055,0.43337933,-0.00691887,-0.47410278,0.12546725,-0.82688181,0.40487982,-0.32716293,-0.83392303,-0.49070831,-0.14102801,-0.10800316,-0.20386115,0.30153589,0.53914195,-0.01903741,-0.50385063
ENSG00000096433,ITPR3,Calcium channels,IP3 receptors - ER/MAM calcium release,IP3 receptor type 3 (MAM),ITPR3 | IP3 receptor type 3 (MAM),No,No,ENSG00000096433,ITPR3,gene_id,retained,-0.06296882,0.15124209,0.41559914,-0.61832906,-0.21215908,-0.19363390,-0.03096757,0.07124392,0.47997329,-0.15407116,-1.00938021,-0.06637224,-0.47256781,0.29688004,-0.23954305,-0.08524193,0.23499228,-0.47916756,0.69990995,-0.47490571,0.53719922,0.07128032,0.30923795,-0.76280312,-0.36212742,-0.11415949,0.29412738,-0.90086012,-0.73157266,-0.03618587,-0.48315634,-0.30011949,0.55741895,0.05346946,-0.24323631
ENSG00000183023,SLC8A1,Calcium channels; Sodium channels,Plasma membrane calcium efflux; Na⁺/Ca²⁺ exchangers,"NCX1 — Na⁺/Ca²⁺ exchanger 1 (cardiac); NCX1 (cardiac, main Ca²⁺ efflux)","SLC8A1 | NCX1 — Na⁺/Ca²⁺ exchanger 1 (cardiac); NCX1 (cardiac, main Ca²⁺ efflux)",Yes,No,ENSG00000183023,SLC8A1,gene_id,retained,-0.61408352,-0.12960510,-0.22768130,-0.08137119,-0.43600717,0.65679509,0.66242081,-0.10384902,0.27338139,-0.64542354,-0.57197243,-0.05850610,-0.11146788,-0.08396843,-0.15665836,-0.01542087,-0.48324791,-0.85216646,-0.00576309,0.16130861,0.55645287,0.29727373,-0.42469134,0.33621979,-0.65371545,0.00117216,0.48072989,0.52795828,0.47797396,0.58419728,0.37769098,-0.66156884,0.04534852,0.83047727,0.03041119
ENSG00000118160,SLC8A2,Calcium channels; Sodium channels,Plasma membrane calcium efflux; Na⁺/Ca²⁺ exchangers,NCX2,SLC8A2 | NCX2,Yes,No,ENSG00000118160,SLC8A2,gene_id,retained,1.43817863,1.14587297,-3.41795299,1.27401879,1.21056042,2.26720532,-1.89512769,-3.49360505,1.47084960,-0.32710086,-1.14110236,0.48644991,-3.09197528,0.16918175,1.22510821,0.62251373,-3.11630574,0.13231543,-0.01347022,-3.49575799,0.86231836,-0.94275647,-1.50348609,0.87877985,-1.04703623,2.88168634,-2.89906931,-0.64357073,-1.22471635,1.10977693,1.75088453,2.31544233,-0.56011857,0.96787354,-0.29105204
ENSG00000070961,ATP2B1,Calcium channels,Plasma membrane calcium efflux,PMCA1 — plasma membrane Ca²⁺ ATPase 1,ATP2B1 | PMCA1 — plasma membrane Ca²⁺ ATPase 1,No,No,ENSG00000070961,ATP2B1,gene_id,retained,0.24333534,0.28713362,0.04507437,-0.11600584,-0.58521294,0.06423048,-0.30355991,0.22736384,0.13764104,-0.05677237,0.25225853,-0.24342416,0.09279899,-0.18914716,-0.09559858,0.18938655,0.25338625,0.39893110,-0.00686494,0.48556592,0.43405412,-0.26377449,0.21968563,-0.18921709,0.60286293,0.20238607,-0.44397198,0.09037771,-0.02386504,0.01296059,0.05033181,-0.06626420,0.36291251,0.36098850,0.18235671
ENSG00000058668,ATP2B4,Calcium channels,Plasma membrane calcium efflux,PMCA4,ATP2B4 | PMCA4,No,No,ENSG00000058668,ATP2B4,gene_id,retained,0.13236772,-0.47324366,-0.10862635,0.18361076,-0.35749521,0.57010856,-0.13642452,0.18552434,0.00417836,-0.33945179,0.84516833,0.12735792,-0.16459966,0.16769364,0.13789871,0.04293705,0.17217968,1.20570145,-0.00766460,-0.04215513,0.08258963,0.72567869,1.19673616,-0.11837048,0.22431159,-0.23261783,0.01336497,0.70063880,0.36535317,0.82366266,0.41191428,0.24536728,0.32147646,0.86992805,0.53747087
ENSG00000156026,MCU,Calcium channels,Mitochondrial calcium uptake - MCU complex,Mitochondrial Ca²⁺ uniporter (pore),MCU | Mitochondrial Ca²⁺ uniporter (pore),No,No,ENSG00000156026,MCU,gene_id,retained,0.17248802,-0.07945990,0.39195552,0.09531700,-0.23605836,-0.13119225,-0.10021734,-0.18018385,0.06735115,-0.10483536,0.52176800,0.00984181,0.28169909,0.22248014,-0.00223328,-0.38636687,0.22597033,0.14200260,0.16837230,0.03379665,0.05220747,0.01598392,0.26016204,-0.34360423,0.02934577,0.17630118,-0.06978016,0.17617464,0.20231256,0.00143693,0.07385042,0.39091841,-0.13394509,0.12480026,0.15513821
ENSG00000005059,MCUB,Calcium channels,Mitochondrial calcium uptake - MCU complex,MCU regulatory subunit B (dominant-negative),MCUB | MCU regulatory subunit B (dominant-negative),No,No,ENSG00000005059,MCUB,gene_id,retained,0.70786724,0.40197911,0.14906618,-0.36616142,0.09560627,-0.13332051,-0.30419937,-0.23054508,-0.32029242,-0.12537332,1.24356706,-0.36642812,-0.34281730,0.16512880,1.25640942,-0.51471843,0.91532653,1.45936429,0.68484865,0.82487927,0.87121767,-0.07884409,0.06733465,-0.29482852,1.28484578,0.52845156,-0.08432298,-0.65165074,-0.24647130,-0.57421623,-0.12476792,1.09732252,-0.12333438,-0.07524239,0.49127280
ENSG00000107745,MICU1,Calcium channels,Mitochondrial calcium uptake - MCU complex,MCU gatekeeper (low-Ca²⁺ inhibitor),MICU1 | MCU gatekeeper (low-Ca²⁺ inhibitor),No,No,ENSG00000107745,MICU1,gene_id,retained,-0.18714138,-0.26450889,0.00904803,0.16267812,0.10742271,0.16610462,0.28099667,-0.30378440,0.02918451,0.00943316,0.01403620,-0.38249118,0.02566904,0.12666370,-0.13087635,0.02988918,-0.03726794,-0.04431306,-0.07011114,0.15457624,-0.03118855,-0.08004974,0.01167512,-0.24116848,-0.06857257,-0.53527378,-0.25514455,0.22121257,0.23519599,0.11428309,0.20966806,-0.19662513,-0.29628255,-0.06048010,-0.01825167
ENSG00000165487,MICU2,Calcium channels,Mitochondrial calcium uptake - MCU complex,MCU gatekeeper,MICU2 | MCU gatekeeper,No,No,ENSG00000165487,MICU2,gene_id,retained,-0.24376981,-0.03083680,0.17562256,-0.17145773,0.26553688,-0.09199427,-0.02959668,0.04668759,0.07980825,-0.14535329,-0.60711123,0.02077121,0.20730926,0.18905886,0.01564193,0.01334344,-0.17650966,-0.52686533,0.00297681,-0.22793533,0.21961835,-0.54355099,-0.32434391,-0.39393637,-0.24720663,0.09956472,-0.11940241,-0.04126860,-0.16047627,-0.11205278,-0.14672725,-0.62740463,-0.54563527,0.09394785,-0.23130400
ENSG00000155970,MICU3,Calcium channels,Mitochondrial calcium uptake - MCU complex,MCU gatekeeper (neuronal),MICU3 | MCU gatekeeper (neuronal),No,No,ENSG00000155970,MICU3,gene_id,retained,0.43135366,-0.17192141,0.01862043,-0.06260385,-0.04083891,0.05376505,0.13748349,-0.40975923,0.04390076,0.38652132,-0.01919817,-0.20877677,0.16256973,-0.04306204,0.05730464,0.09160503,0.01327118,-0.31771307,0.35501647,0.33061832,-0.06439702,0.28049241,-0.06630637,0.09855056,0.16944736,0.60902391,0.54476297,0.80423841,0.31267780,0.29599508,-0.34178094,0.50615273,0.08717905,0.68282969,0.39834521
ENSG00000183172,SMDT1,Calcium channels,Mitochondrial calcium uptake - MCU complex,EMRE - essential MCU regulator,SMDT1 | EMRE - essential MCU regulator,No,No,ENSG00000183172,SMDT1,gene_id,retained,-0.12809857,-0.23265770,0.31836613,-0.18483791,0.34070576,-0.17988597,0.26785724,-0.00317503,-0.19827395,-0.00345271,-0.37749978,-0.17295510,0.14000701,-0.27909257,-0.58670152,0.12746559,-0.29823223,-1.00498434,-0.12732550,-0.24656492,-0.17162820,-0.05088297,-0.57151775,-0.05321933,-0.50062791,-0.10047394,-0.29929878,-0.29403390,-0.49739398,-0.64023324,-0.75662816,-0.49086453,-0.77120749,-0.71571776,-0.54126327
ENSG00000050393,MCUR1,Calcium channels,Mitochondrial calcium uptake - MCU complex,MCU regulator 1,MCUR1 | MCU regulator 1,No,No,ENSG00000050393,MCUR1,gene_id,retained,0.09633456,-0.22609952,-0.01037078,-0.01464338,0.18294628,0.16836444,0.03733717,0.01865366,-0.25252244,0.01393780,0.07869819,-0.18648799,-0.27249073,0.00680202,-0.12704901,0.20621167,0.07224387,-0.01502583,0.06388607,0.20550049,-0.18670909,-0.11721674,0.07559259,0.38168043,-0.13104616,-0.11584359,-0.00417251,-0.06465685,0.14778468,-0.17050907,0.01238360,-0.30598772,-0.17568732,-0.27864391,-0.01629491
ENSG00000089060,SLC8B1,Calcium channels; Sodium channels,Mitochondrial calcium efflux; Na⁺/Ca²⁺ exchangers,NCLX - mitochondrial Na⁺/Ca²⁺ exchanger; NCLX (mitochondrial),SLC8B1 | NCLX - mitochondrial Na⁺/Ca²⁺ exchanger; NCLX (mitochondrial),Yes,No,ENSG00000089060,SLC8B1,gene_id,retained,0.21640835,0.15919172,-0.31717139,-0.09336563,-0.32875459,0.15227262,0.26693851,0.09974053,-0.15526012,-0.40181990,0.01722559,0.09719813,-0.37095795,-0.10919766,-0.13526796,-0.45812617,0.29158113,-0.17834206,-0.00409865,-0.41458614,-0.43003606,0.15217014,-0.10048017,-0.52433078,0.67723571,0.08005667,0.26964833,-0.26636857,-0.64867974,-0.43012123,-0.09737203,0.09940364,0.04266057,-0.00312608,-0.02194366
ENSG00000168924,LETM1,Calcium channels,Mitochondrial calcium efflux,H⁺/Ca²⁺ exchanger,LETM1 | H⁺/Ca²⁺ exchanger,No,No,ENSG00000168924,LETM1,gene_id,retained,-0.19705666,0.11469902,0.13354561,-0.11377773,0.25594774,-0.21012626,-0.20851298,0.21737610,0.00790516,0.00436622,-0.10956999,0.31048336,-0.17034054,-0.20952856,0.15789949,-0.07983919,0.02251626,-0.15431576,0.00040770,-0.03272522,-0.02506679,-0.06746559,-0.26103982,-0.21718135,-0.25316987,-0.50473419,0.11318304,-0.13562707,-0.30620246,-0.41742001,-0.24754444,-0.52277992,-0.06453211,-0.41146883,-0.14041474
ENSG00000070808,CAMK2A,Calcium channels,Calcium-activated signaling,CAMKIIα,CAMK2A | CAMKIIα,No,No,ENSG00000070808,CAMK2A,gene_id,retained,0.22220645,-0.35706158,-0.16818859,0.04186131,0.23796246,0.59311512,-0.02489737,0.12959084,-0.67458863,-0.11268783,-0.37878997,0.11832193,0.64933555,0.38638528,-0.43785575,0.20517948,0.29295470,-0.85433613,-0.18050468,-0.02732935,-0.18277475,-0.19426641,-0.08192406,0.43098758,-0.67307030,-0.00922939,-0.00575538,0.13243282,0.35547537,-0.17442508,0.18190385,-1.01806769,-0.92698173,0.26505905,-0.04350390
ENSG00000058404,CAMK2B,Calcium channels,Calcium-activated signaling,CAMKIIβ,CAMK2B | CAMKIIβ,No,No,ENSG00000058404,CAMK2B,gene_id,retained,-0.08493389,-0.07305933,-0.20729796,-0.08084475,0.33799168,0.43122168,0.04544742,-0.38861395,0.02008910,0.03229885,-0.07171995,-0.04471066,0.50350918,0.29374907,-0.37280918,0.14540905,-0.18190595,-0.73364785,-0.13481509,0.01376435,-0.25742853,0.48646514,0.99184326,0.47202063,0.00180776,0.30902462,0.37750945,0.73951761,0.50206762,0.83092702,0.32360116,-0.36743579,0.41384377,0.15009673,0.63829285
ENSG00000145349,CAMK2D,Calcium channels,Calcium-activated signaling,"CAMKIIδ (dominant cardiac, HF driver)","CAMK2D | CAMKIIδ (dominant cardiac, HF driver)",No,No,ENSG00000145349,CAMK2D,gene_id,retained,0.05443925,-0.13479580,-0.28241203,-0.08511459,-0.01702787,0.37137336,0.28223056,-0.32879421,0.14010134,-0.16329368,-0.11804434,-0.25322699,0.06467573,0.12830227,0.04520757,0.21389515,-0.32547885,-0.13251049,0.06226165,0.01813101,-0.04493632,-0.07332754,0.68822810,0.23185721,-0.12725336,-0.07455992,-0.01657238,0.51369886,0.31046931,0.39009007,0.16601509,-0.63419007,0.01144163,0.03843597,0.09589131
ENSG00000148660,CAMK2G,Calcium channels,Calcium-activated signaling,CAMKIIγ,CAMK2G | CAMKIIγ,No,No,ENSG00000148660,CAMK2G,gene_id,retained,0.08164055,0.07747211,0.06950247,0.05980694,-0.18654779,0.09727307,-0.30281422,-0.07398109,0.17764795,0.20462364,0.08536532,0.02786531,0.17459292,-0.06991739,-0.58566582,0.26609037,0.05847852,0.09315520,0.01856390,-0.22451709,-0.72868153,-0.00045841,-0.13709623,-0.25733063,-0.12361262,-0.17022008,-0.22273855,0.08975000,-0.12702048,0.09869464,-0.02553799,0.70578855,-0.03235582,0.09500414,0.21270899
ENSG00000138814,PPP3CA,Calcium channels,Calcium-activated signaling,Calcineurin Aα,PPP3CA | Calcineurin Aα,No,No,ENSG00000138814,PPP3CA,gene_id,retained,0.07495876,-0.05896106,0.34067021,-0.22982777,0.21624172,0.02693210,-0.08369937,-0.15297751,-0.13333708,0.03555565,-0.08498895,0.23918562,-0.04648062,0.27693794,0.11659599,0.18982267,0.35988579,0.20695346,0.05413883,0.04509509,-0.03941833,0.07278090,-0.27133365,-0.55738422,0.13992021,-0.05319402,-0.53106533,-0.11251083,-0.30572180,-0.46315717,-0.15449898,0.01964935,0.05302558,-0.11234864,-0.30186964
ENSG00000107758,PPP3CB,Calcium channels,Calcium-activated signaling,Calcineurin Aβ,PPP3CB | Calcineurin Aβ,No,No,ENSG00000107758,PPP3CB,gene_id,retained,0.15519183,-0.19758728,-0.06474241,-0.05455259,0.10003880,-0.10807276,0.03624372,0.05384751,0.07963319,-0.12238732,0.16880019,-0.01292528,0.20150105,0.16529000,0.00972666,0.20365911,0.00706054,-0.37010801,-0.14086566,0.22946010,0.09821815,-0.14131829,0.08853863,0.12392957,-0.20228442,0.20226043,-0.21278221,0.06571264,0.07861461,0.02331703,-0.11181659,-0.17365591,-0.10028846,0.27875579,0.17319336
ENSG00000120910,PPP3CC,Calcium channels,Calcium-activated signaling,Calcineurin Aγ,PPP3CC | Calcineurin Aγ,No,No,ENSG00000120910,PPP3CC,gene_id,retained,0.32278601,0.20577753,-0.17460964,-0.19679901,0.08863082,-0.53550829,0.31233863,-0.01430896,-0.00830709,-0.55825126,-0.28048033,-0.29119058,-0.31835087,0.01259449,-0.20982932,-0.31273841,-0.29958786,-0.11065613,0.02676714,-0.10144458,0.01333106,-0.15090900,-0.11997258,-0.20248731,0.03080971,0.02850862,-0.66608975,-0.23456081,-0.48979801,-0.40037943,-0.34384425,-0.75867069,-0.09884018,-0.47951386,-0.72484947
ENSG00000221823,PPP3R1,Calcium channels,Calcium-activated signaling,Calcineurin B1,PPP3R1 | Calcineurin B1,No,No,ENSG00000221823,PPP3R1,gene_id,retained,0.11161253,0.10278647,-0.14856608,-0.04303312,0.05691020,-0.11148420,-0.00409144,0.04984073,-0.01397508,-0.17547338,0.29350693,0.02960201,-0.16733237,0.36213028,0.16990857,-0.16251143,0.11640050,0.25407800,0.33182083,-0.32633799,0.10337755,0.12952881,0.18093831,0.06552496,0.14217343,0.33442362,0.01016005,0.17252856,-0.24857004,-0.06227136,0.20832156,0.20305223,-0.13476725,-0.05655009,0.17526611
ENSG00000144935,TRPC1,Calcium channels,TRP channels (Ca²⁺-permeable),TRPC1 (mechanosensitive),TRPC1 | TRPC1 (mechanosensitive),No,No,ENSG00000144935,TRPC1,gene_id,retained,0.19851347,-0.17815270,-0.31878526,0.36963365,-0.17483313,-0.09366126,0.78606820,-0.29000379,-0.29877919,0.18756715,-0.06856113,0.00758120,0.44666841,0.06754850,0.30599853,0.36330143,0.27135841,-0.32126437,0.20199339,0.17020732,0.20287740,0.44558964,0.71340015,0.57427304,0.34312688,0.72552807,0.52452373,0.61153817,0.93082127,0.56631119,0.62534375,0.61624086,0.32266124,0.46297613,0.34087170
ENSG00000138741,TRPC3,Calcium channels,TRP channels (Ca²⁺-permeable),TRPC3 (hypertrophy),TRPC3 | TRPC3 (hypertrophy),No,No,ENSG00000138741,TRPC3,gene_id,retained,-0.57684525,-1.25148425,1.11306012,1.23655751,-0.88194221,0.73587894,0.83679811,0.70298901,-1.91501198,-1.50206565,0.96488916,2.57981382,0.82898434,0.57917945,1.20848044,1.54930243,-0.27334863,-0.72516717,0.73756441,-1.01537095,1.40208394,-1.26972436,0.28502324,-1.21372278,0.69638521,0.32691253,1.02189032,1.35138947,-0.70368734,1.81675637,-0.00492666,1.83375185,0.39302146,0.52987434,-1.46601684
ENSG00000133107,TRPC4,Calcium channels,TRP channels (Ca²⁺-permeable),TRPC4,TRPC4 | TRPC4,No,No,ENSG00000133107,TRPC4,gene_id,retained,-3.24427425,1.68397116,-1.86391325,-0.58287458,1.91921211,1.59255723,0.52325695,0.89915378,-0.92708915,-0.59903172,0.32130690,-1.10355672,-0.48348776,0.58077722,0.36558938,-2.05440097,-0.05325235,0.47530029,-0.37559889,-0.88727046,1.59423982,1.21827207,-0.19045445,0.25962687,2.24618692,-0.53099371,-0.18748829,1.60234671,-0.48359106,-1.72850076,-1.82435875,1.96587940,-0.99031152,0.69594268,-0.05278817
ENSG00000137672,TRPC6,Calcium channels,TRP channels (Ca²⁺-permeable),TRPC6 (pathological hypertrophy),TRPC6 | TRPC6 (pathological hypertrophy),No,No,ENSG00000137672,TRPC6,gene_id,retained,0.39533580,-0.37472276,-0.78723940,1.09413544,-0.89826552,0.14797215,-0.68431735,-0.07439557,1.18149720,0.39307436,1.04215225,-1.06049715,0.04893304,-5.41442378,0.54261093,-0.73671902,-0.17243426,2.08965755,-0.55268163,1.16737708,0.29191233,-0.00593975,-0.29267575,-1.53490068,0.40717970,0.50006702,1.42871715,0.96067065,0.22949958,-0.56693801,0.83727761,2.32745778,-1.13729783,0.69412328,0.53473337
ENSG00000083067,TRPM3,Calcium channels,TRP channels (Ca²⁺-permeable),TRPM3,TRPM3 | TRPM3,No,No,ENSG00000083067,TRPM3,gene_id,retained,-0.64778732,-1.02191720,0.92205148,1.39489425,-0.51151263,-1.56739379,0.02889045,1.19371283,0.20906193,0.56104025,-0.18405542,-0.47206334,0.53365028,0.00447097,0.23462257,0.09001773,-0.15481289,-0.12120461,0.19867331,0.36223028,0.53415951,-0.17581242,-0.21858622,-0.04073927,-1.67495179,-0.08506645,0.22988028,-0.66882179,0.53203193,0.55140230,0.06852119,0.46995640,0.49051477,-1.06652921,-0.59111467
ENSG00000130529,TRPM4,Calcium channels,TRP channels (Ca²⁺-permeable),TRPM4 (stretch response),TRPM4 | TRPM4 (stretch response),No,No,ENSG00000130529,TRPM4,gene_id,retained,-0.43354051,-0.16090647,0.25810888,-0.43213617,-0.13988252,-0.01212262,0.46230056,0.22619260,0.23198625,-0.28492773,-0.13950655,0.35416279,-0.06730075,-0.14646762,-0.31156917,0.16447643,-0.36272410,-0.63418568,0.25840013,-0.75504123,-0.09946933,0.15306531,0.34423377,0.17163776,0.28961600,0.78775410,0.54159006,0.22648706,0.56017633,0.58151328,0.33482866,-0.27230759,0.75076051,0.31118726,0.28296670
ENSG00000092439,TRPM7,Calcium channels; Magnesium channels,TRP channels (Ca²⁺-permeable); Plasma membrane Mg²⁺ uptake,TRPM7 (Mg²⁺ + Ca²⁺ channel + kinase); TRPM7 (ubiquitous Mg²⁺/Ca²⁺ channel + kinase),TRPM7 | TRPM7 (Mg²⁺ + Ca²⁺ channel + kinase); TRPM7 (ubiquitous Mg²⁺/Ca²⁺ channel + kinase),Yes,No,ENSG00000092439,TRPM7,gene_id,retained,0.61196755,-0.01365259,0.00759196,0.58071949,-0.33125477,-0.13912260,-0.28051207,-0.18070511,-0.25503187,-0.44438387,-0.74699414,0.04212849,0.21327543,-0.16761400,0.46276517,0.06576399,-0.00608903,-0.95188857,-0.32018523,0.24621099,0.34099340,-0.48496590,-0.73075002,-0.14434077,-0.47046628,0.05601271,-0.54348535,-0.70956392,-0.31442874,0.21860434,-0.58143468,-0.84376595,0.23701220,-0.53022899,-0.82980465
ENSG00000196689,TRPV1,Calcium channels,TRP channels (Ca²⁺-permeable),TRPV1 (cardiac ischemia/stretch),TRPV1 | TRPV1 (cardiac ischemia/stretch),No,No,ENSG00000196689,TRPV1,gene_id,retained,-0.07772503,0.33664098,-0.49625450,-0.06399130,0.69531521,0.13852004,-0.32928763,0.00590325,-0.20912103,-0.56679068,-0.74317989,-0.36511278,-0.63024363,-0.48129610,-0.87684598,-0.36795693,-0.50906298,-0.71660108,-0.15447577,-0.76609313,-0.18829812,0.53885860,-0.28258411,0.36353463,-0.38034624,0.67756094,0.30901899,0.01492211,-0.21741972,0.13433692,-0.46528749,-0.40911181,0.94715386,-0.19852516,0.06693169
ENSG00000187688,TRPV2,Calcium channels,TRP channels (Ca²⁺-permeable),TRPV2,TRPV2 | TRPV2,No,No,ENSG00000187688,TRPV2,gene_id,retained,-0.29157238,-0.16702065,0.34920581,-0.03611963,-0.36854667,-0.53157180,0.10238136,0.78677798,0.15646597,-0.13658190,0.97083944,0.57877366,-0.71882028,-0.03086230,0.05461749,-0.29353506,0.09921064,0.44949423,0.59909117,-0.30875430,0.39193611,0.02243061,-0.17314417,-0.20571125,0.88417153,0.34025179,0.26471143,0.11392498,-0.06856429,-0.14236266,0.39644447,0.84958122,0.15235960,0.06249999,0.19822902
